Date,P/OP,Gen,RT Busbar,RT Hub,DA Busbar,DA Hub,Season_1,Season_2,Season_3,Season_4,day_of_week,day_of_year,is_weekend,is_vacation,POD_Night,POD_Morning,POD_Afternoon,POD_Evening
30-Oct-22,0,0.0,38.1,38.1,38.62,38.62,0,0,0,1,6,303,1,0,0,0,1,0
30-Oct-22,0,0.0,39.92,39.92,39.19,38.9,0,0,0,1,6,303,1,0,0,0,1,0
30-Oct-22,0,0.4,42.9,42.9,39.57,39.0,0,0,0,1,6,303,1,0,0,0,1,0
30-Oct-22,0,4.1,44.56,44.56,40.69,39.52,0,0,0,1,6,303,1,0,0,0,1,0
30-Oct-22,0,7.0,45.92,45.92,39.75,39.3,0,0,0,1,6,303,1,0,0,0,1,0
30-Oct-22,0,11.0,46.29,46.29,46.44,46.44,0,0,0,1,6,303,1,0,0,0,1,0
30-Oct-22,0,17.2,55.64,55.64,65.64,65.5,0,0,0,1,6,303,1,0,0,0,0,1
30-Oct-22,0,16.3,70.58,70.22,175.14,175.03,0,0,0,1,6,303,1,0,0,0,0,1
30-Oct-22,0,15.7,68.56,68.79,148.85,148.39,0,0,0,1,6,303,1,0,0,0,0,1
30-Oct-22,0,17.1,56.37,56.75,67.58,67.51,0,0,0,1,6,303,1,0,0,0,0,1
30-Oct-22,0,20.4,47.47,50.88,55.64,55.64,0,0,0,1,6,303,1,0,0,0,0,1
30-Oct-22,0,21.7,45.55,47.23,48.36,48.32,0,0,0,1,6,303,1,0,0,0,0,1
30-Oct-22,0,18.0,44.7,45.64,44.75,44.73,0,0,0,1,6,303,1,0,0,0,0,0
31-Oct-22,0,12.4,45.4,45.4,41.91,42.22,0,0,0,1,0,304,0,0,1,0,0,0
31-Oct-22,0,5.8,40.29,40.3,38.22,38.49,0,0,0,1,0,304,0,0,1,0,0,0
31-Oct-22,0,2.1,33.38,33.38,36.81,36.99,0,0,0,1,0,304,0,0,1,0,0,0
31-Oct-22,0,0.1,33.75,33.75,37.92,37.91,0,0,0,1,0,304,0,0,1,0,0,0
31-Oct-22,0,0.0,39.76,39.76,39.87,39.87,0,0,0,1,0,304,0,0,1,0,0,0
31-Oct-22,0,0.4,49.78,49.79,45.18,45.14,0,0,0,1,0,304,0,0,0,1,0,0
31-Oct-22,1,0.3,56.73,56.74,77.34,77.3,0,0,0,1,0,304,0,0,0,1,0,0
31-Oct-22,1,0.5,57.61,57.62,78.7,78.63,0,0,0,1,0,304,0,0,0,1,0,0
31-Oct-22,1,9.6,48.18,48.24,56.75,56.74,0,0,0,1,0,304,0,0,0,1,0,0
31-Oct-22,1,15.5,39.64,39.67,46.05,46.06,0,0,0,1,0,304,0,0,0,1,0,0
31-Oct-22,1,16.9,39.82,39.86,44.03,44.28,0,0,0,1,0,304,0,0,0,1,0,0
31-Oct-22,1,24.4,20.48,41.66,39.7,42.05,0,0,0,1,0,304,0,0,0,0,1,0
31-Oct-22,1,22.3,6.23,41.27,34.83,40.81,0,0,0,1,0,304,0,0,0,0,1,0
31-Oct-22,1,25.3,29.3,46.56,28.08,40.09,0,0,0,1,0,304,0,0,0,0,1,0
31-Oct-22,1,25.4,36.25,46.62,10.92,40.92,0,0,0,1,0,304,0,0,0,0,1,0
31-Oct-22,1,24.4,47.72,49.57,9.47,41.56,0,0,0,1,0,304,0,0,0,0,1,0
31-Oct-22,1,23.2,17.04,52.98,15.64,48.84,0,0,0,1,0,304,0,0,0,0,1,0
31-Oct-22,1,21.9,0.2,56.72,25.7,69.15,0,0,0,1,0,304,0,0,0,0,0,1
31-Oct-22,1,21.8,12.08,45.08,58.18,106.96,0,0,0,1,0,304,0,0,0,0,0,1
31-Oct-22,1,16.2,5.91,41.73,40.37,75.56,0,0,0,1,0,304,0,0,0,0,0,1
31-Oct-22,1,28.8,7.67,38.28,39.1,50.37,0,0,0,1,0,304,0,0,0,0,0,1
31-Oct-22,1,28.1,-2.25,37.42,35.54,44.2,0,0,0,1,0,304,0,0,0,0,0,1
31-Oct-22,0,21.5,-1.94,33.27,34.34,40.55,0,0,0,1,0,304,0,0,0,0,0,1
31-Oct-22,0,13.0,-3.38,31.41,29.04,35.0,0,0,0,1,0,304,0,0,0,0,0,0
1-Nov-22,0,27.3,8.71,28.87,22.34,34.81,0,0,0,1,1,305,0,0,1,0,0,0
1-Nov-22,0,32.7,20.69,27.22,18.13,30.43,0,0,0,1,1,305,0,0,1,0,0,0
1-Nov-22,0,26.0,27.22,27.2,20.18,30.58,0,0,0,1,1,305,0,0,1,0,0,0
1-Nov-22,0,26.8,33.1,33.08,20.92,31.72,0,0,0,1,1,305,0,0,1,0,0,0
1-Nov-22,0,32.0,34.45,34.42,23.79,33.09,0,0,0,1,1,305,0,0,1,0,0,0
1-Nov-22,0,33.1,30.82,30.81,32.97,38.42,0,0,0,1,1,305,0,0,0,1,0,0
1-Nov-22,1,24.6,28.68,28.67,44.35,47.94,0,0,0,1,1,305,0,0,0,1,0,0
1-Nov-22,1,7.5,38.6,38.59,54.85,58.29,0,0,0,1,1,305,0,0,0,1,0,0
1-Nov-22,1,0.4,36.24,36.24,41.72,48.29,0,0,0,1,1,305,0,0,0,1,0,0
1-Nov-22,1,0.3,34.32,34.32,35.89,41.58,0,0,0,1,1,305,0,0,0,1,0,0
1-Nov-22,1,19.1,32.31,32.31,30.47,37.34,0,0,0,1,1,305,0,0,0,1,0,0
1-Nov-22,1,40.0,15.48,34.76,29.24,38.68,0,0,0,1,1,305,0,0,0,0,1,0
1-Nov-22,1,14.6,-4.69,34.24,20.13,35.32,0,0,0,1,1,305,0,0,0,0,1,0
1-Nov-22,1,0.0,-5.05,34.6,14.32,35.7,0,0,0,1,1,305,0,0,0,0,1,0
1-Nov-22,1,0.0,-31.33,32.59,9.93,34.5,0,0,0,1,1,305,0,0,0,0,1,0
1-Nov-22,1,0.0,-32.74,28.73,2.67,34.57,0,0,0,1,1,305,0,0,0,0,1,0
1-Nov-22,1,0.1,-32.91,25.35,1.93,37.25,0,0,0,1,1,305,0,0,0,0,1,0
1-Nov-22,1,0.0,-32.91,26.58,2.44,50.93,0,0,0,1,1,305,0,0,0,0,0,1
1-Nov-22,1,0.0,-12.12,33.51,19.02,63.39,0,0,0,1,1,305,0,0,0,0,0,1
1-Nov-22,1,4.4,-4.62,31.33,5.3,45.74,0,0,0,1,1,305,0,0,0,0,0,1
1-Nov-22,1,1.3,-4.96,32.87,4.28,42.37,0,0,0,1,1,305,0,0,0,0,0,1
1-Nov-22,1,2.7,-4.63,35.99,14.6,39.77,0,0,0,1,1,305,0,0,0,0,0,1
1-Nov-22,0,21.0,22.14,30.63,27.85,38.48,0,0,0,1,1,305,0,0,0,0,0,1
1-Nov-22,0,20.6,25.97,25.95,36.06,36.72,0,0,0,1,1,305,0,0,0,0,0,0
2-Nov-22,0,14.6,18.5,18.55,24.93,24.6,0,0,0,1,2,306,0,0,1,0,0,0
2-Nov-22,0,18.7,19.19,19.13,23.02,22.72,0,0,0,1,2,306,0,0,1,0,0,0
2-Nov-22,0,13.2,20.39,20.37,22.45,22.15,0,0,0,1,2,306,0,0,1,0,0,0
2-Nov-22,0,10.9,20.6,20.6,23.32,23.07,0,0,0,1,2,306,0,0,1,0,0,0
2-Nov-22,0,12.2,22.25,22.29,25.75,25.51,0,0,0,1,2,306,0,0,1,0,0,0
2-Nov-22,0,14.5,26.01,26.05,29.72,29.52,0,0,0,1,2,306,0,0,0,1,0,0
2-Nov-22,1,13.5,35.15,35.2,39.2,39.15,0,0,0,1,2,306,0,0,0,1,0,0
2-Nov-22,1,6.2,34.94,34.98,44.63,44.41,0,0,0,1,2,306,0,0,0,1,0,0
2-Nov-22,1,1.1,32.04,32.04,43.4,42.95,0,0,0,1,2,306,0,0,0,1,0,0
2-Nov-22,1,0.1,31.54,31.54,33.25,32.57,0,0,0,1,2,306,0,0,0,1,0,0
2-Nov-22,1,1.4,33.51,33.52,32.31,31.06,0,0,0,1,2,306,0,0,0,1,0,0
2-Nov-22,1,2.3,30.59,30.61,31.88,30.33,0,0,0,1,2,306,0,0,0,0,1,0
2-Nov-22,1,1.8,33.88,33.9,32.57,31.08,0,0,0,1,2,306,0,0,0,0,1,0
2-Nov-22,1,1.4,33.91,33.91,34.36,32.83,0,0,0,1,2,306,0,0,0,0,1,0
2-Nov-22,1,0.3,28.93,28.85,36.32,35.37,0,0,0,1,2,306,0,0,0,0,1,0
2-Nov-22,1,0.1,42.76,40.27,39.82,40.08,0,0,0,1,2,306,0,0,0,0,1,0
2-Nov-22,1,1.6,41.05,39.5,47.73,48.96,0,0,0,1,2,306,0,0,0,0,1,0
2-Nov-22,1,0.9,46.54,44.3,54.84,55.48,0,0,0,1,2,306,0,0,0,0,0,1
2-Nov-22,1,0.1,39.19,37.68,49.92,55.98,0,0,0,1,2,306,0,0,0,0,0,1
2-Nov-22,1,1.7,36.73,35.44,41.38,48.05,0,0,0,1,2,306,0,0,0,0,0,1
2-Nov-22,1,1.0,34.27,33.02,30.91,37.55,0,0,0,1,2,306,0,0,0,0,0,1
2-Nov-22,1,0.2,30.77,30.02,25.62,34.02,0,0,0,1,2,306,0,0,0,0,0,1
2-Nov-22,0,0.1,33.7,32.63,25.49,30.53,0,0,0,1,2,306,0,0,0,0,0,1
2-Nov-22,0,0.0,26.49,26.66,23.85,28.44,0,0,0,1,2,306,0,0,0,0,0,0
3-Nov-22,0,0.0,30.43,30.58,25.99,26.02,0,0,0,1,3,307,0,0,1,0,0,0
3-Nov-22,0,0.0,22.45,22.6,22.61,22.64,0,0,0,1,3,307,0,0,1,0,0,0
3-Nov-22,0,1.3,20.78,20.91,21.96,21.99,0,0,0,1,3,307,0,0,1,0,0,0
3-Nov-22,0,3.8,19.25,19.28,20.55,20.6,0,0,0,1,3,307,0,0,1,0,0,0
3-Nov-22,0,2.5,23.07,23.11,22.29,22.36,0,0,0,1,3,307,0,0,1,0,0,0
3-Nov-22,0,1.8,31.93,31.87,23.68,23.75,0,0,0,1,3,307,0,0,0,1,0,0
3-Nov-22,1,2.8,37.24,37.33,37.33,37.4,0,0,0,1,3,307,0,0,0,1,0,0
3-Nov-22,1,5.8,32.11,32.12,37.97,38.04,0,0,0,1,3,307,0,0,0,1,0,0
3-Nov-22,1,7.6,32.33,32.42,32.77,33.15,0,0,0,1,3,307,0,0,0,1,0,0
3-Nov-22,1,8.7,38.57,38.54,22.84,28.07,0,0,0,1,3,307,0,0,0,1,0,0
3-Nov-22,1,21.5,35.43,35.39,10.82,26.26,0,0,0,1,3,307,0,0,0,1,0,0
3-Nov-22,1,37.3,25.14,25.14,1.01,24.87,0,0,0,1,3,307,0,0,0,0,1,0
3-Nov-22,1,45.2,25.45,25.47,-4.57,25.51,0,0,0,1,3,307,0,0,0,0,1,0
3-Nov-22,1,47.7,22.58,24.6,-15.42,25.69,0,0,0,1,3,307,0,0,0,0,1,0
3-Nov-22,1,69.0,19.76,21.78,-12.27,34.23,0,0,0,1,3,307,0,0,0,0,1,0
3-Nov-22,1,73.5,9.25,17.94,-18.42,35.35,0,0,0,1,3,307,0,0,0,0,1,0
3-Nov-22,1,60.5,-0.71,19.56,-16.78,37.7,0,0,0,1,3,307,0,0,0,0,1,0
3-Nov-22,1,47.6,-2.26,26.25,0.01,35.27,0,0,0,1,3,307,0,0,0,0,0,1
3-Nov-22,1,57.2,-0.58,24.04,3.16,40.1,0,0,0,1,3,307,0,0,0,0,0,1
3-Nov-22,1,65.1,11.89,24.82,7.89,37.89,0,0,0,1,3,307,0,0,0,0,0,1
3-Nov-22,1,67.7,24.56,25.61,12.63,34.76,0,0,0,1,3,307,0,0,0,0,0,1
3-Nov-22,1,59.9,37.15,37.12,16.77,36.49,0,0,0,1,3,307,0,0,0,0,0,1
3-Nov-22,0,60.6,26.12,29.55,12.49,29.68,0,0,0,1,3,307,0,0,0,0,0,1
3-Nov-22,0,73.7,27.92,28.25,8.84,25.73,0,0,0,1,3,307,0,0,0,0,0,0
4-Nov-22,0,63.8,17.7,20.7,19.7,29.57,0,0,0,1,4,308,0,0,1,0,0,0
4-Nov-22,0,72.4,10.93,17.21,9.06,21.23,0,0,0,1,4,308,0,0,1,0,0,0
4-Nov-22,0,52.6,-1.24,12.53,4.62,17.99,0,0,0,1,4,308,0,0,1,0,0,0
4-Nov-22,0,4.5,-4.84,10.37,3.04,16.57,0,0,0,1,4,308,0,0,1,0,0,0
4-Nov-22,0,8.4,-5.34,12.19,2.47,15.66,0,0,0,1,4,308,0,0,1,0,0,0
4-Nov-22,0,25.1,-3.05,15.16,10.41,26.94,0,0,0,1,4,308,0,0,0,1,0,0
4-Nov-22,1,57.8,7.44,22.11,21.16,37.34,0,0,0,1,4,308,0,0,0,1,0,0
4-Nov-22,1,72.4,6.49,27.72,20.21,38.12,0,0,0,1,4,308,0,0,0,1,0,0
4-Nov-22,1,59.5,-0.16,20.79,14.74,32.28,0,0,0,1,4,308,0,0,0,1,0,0
4-Nov-22,1,48.0,-1.93,13.37,6.59,26.61,0,0,0,1,4,308,0,0,0,1,0,0
4-Nov-22,1,26.5,-3.82,14.0,-2.82,24.62,0,0,0,1,4,308,0,0,0,1,0,0
4-Nov-22,1,23.0,-3.38,15.81,-4.89,25.11,0,0,0,1,4,308,0,0,0,0,1,0
4-Nov-22,1,37.6,-2.05,14.15,-3.9,26.39,0,0,0,1,4,308,0,0,0,0,1,0
4-Nov-22,1,56.3,-1.02,18.02,-8.4,28.09,0,0,0,1,4,308,0,0,0,0,1,0
4-Nov-22,1,54.6,-1.86,22.32,-5.0,35.65,0,0,0,1,4,308,0,0,0,0,1,0
4-Nov-22,1,47.0,-2.64,25.55,-5.09,33.47,0,0,0,1,4,308,0,0,0,0,1,0
4-Nov-22,1,53.9,-2.4,33.33,-3.56,35.92,0,0,0,1,4,308,0,0,0,0,1,0
4-Nov-22,1,54.9,-2.01,30.55,0.01,37.11,0,0,0,1,4,308,0,0,0,0,0,1
4-Nov-22,1,61.3,-0.79,26.86,14.75,47.75,0,0,0,1,4,308,0,0,0,0,0,1
4-Nov-22,1,76.7,15.86,29.49,23.5,48.52,0,0,0,1,4,308,0,0,0,0,0,1
4-Nov-22,1,63.2,27.33,27.33,26.46,41.37,0,0,0,1,4,308,0,0,0,0,0,1
4-Nov-22,1,54.0,24.51,24.91,35.5,44.79,0,0,0,1,4,308,0,0,0,0,0,1
4-Nov-22,0,52.8,25.03,25.03,36.09,36.34,0,0,0,1,4,308,0,0,0,0,0,1
4-Nov-22,0,25.1,26.42,26.42,35.35,35.38,0,0,0,1,4,308,0,0,0,0,0,0
5-Nov-22,0,29.3,25.62,25.62,37.17,38.44,0,0,0,1,5,309,1,0,1,0,0,0
5-Nov-22,0,10.9,23.75,23.75,27.72,29.1,0,0,0,1,5,309,1,0,1,0,0,0
5-Nov-22,0,0.1,21.47,21.47,21.89,24.05,0,0,0,1,5,309,1,0,1,0,0,0
5-Nov-22,0,0.0,24.34,24.34,19.55,22.07,0,0,0,1,5,309,1,0,1,0,0,0
5-Nov-22,0,39.2,26.5,26.5,18.35,20.86,0,0,0,1,5,309,1,0,1,0,0,0
5-Nov-22,0,91.7,26.61,26.48,18.18,20.63,0,0,0,1,5,309,1,0,0,1,0,0
5-Nov-22,0,80.1,30.47,30.24,24.58,26.47,0,0,0,1,5,309,1,0,0,1,0,0
5-Nov-22,0,60.9,31.15,31.04,28.97,30.32,0,0,0,1,5,309,1,0,0,1,0,0
5-Nov-22,0,36.9,28.06,28.0,27.48,27.76,0,0,0,1,5,309,1,0,0,1,0,0
5-Nov-22,0,37.8,13.55,13.55,20.71,20.84,0,0,0,1,5,309,1,0,0,1,0,0
5-Nov-22,0,46.0,13.69,13.69,20.57,20.59,0,0,0,1,5,309,1,0,0,1,0,0
5-Nov-22,0,63.2,8.39,8.39,20.11,20.12,0,0,0,1,5,309,1,0,0,0,1,0
5-Nov-22,0,61.3,5.63,5.59,18.81,18.77,0,0,0,1,5,309,1,0,0,0,1,0
5-Nov-22,0,41.6,6.02,5.98,17.66,17.7,0,0,0,1,5,309,1,0,0,0,1,0
5-Nov-22,0,33.9,8.02,7.94,19.19,19.19,0,0,0,1,5,309,1,0,0,0,1,0
5-Nov-22,0,19.9,12.2,12.15,22.17,21.7,0,0,0,1,5,309,1,0,0,0,1,0
5-Nov-22,0,11.4,18.46,18.41,24.91,24.3,0,0,0,1,5,309,1,0,0,0,1,0
5-Nov-22,0,5.2,31.12,30.96,30.75,29.68,0,0,0,1,5,309,1,0,0,0,0,1
5-Nov-22,0,3.9,19.38,19.29,41.29,41.06,0,0,0,1,5,309,1,0,0,0,0,1
5-Nov-22,0,6.4,12.49,12.56,25.73,25.36,0,0,0,1,5,309,1,0,0,0,0,1
5-Nov-22,0,8.5,12.61,12.68,18.75,18.43,0,0,0,1,5,309,1,0,0,0,0,1
5-Nov-22,0,3.6,10.99,11.1,22.11,21.7,0,0,0,1,5,309,1,0,0,0,0,1
5-Nov-22,0,0.9,10.45,10.49,19.03,18.46,0,0,0,1,5,309,1,0,0,0,0,1
5-Nov-22,0,0.0,13.41,13.51,18.95,18.39,0,0,0,1,5,309,1,0,0,0,0,0
6-Nov-22,0,0.0,12.39,12.41,11.03,10.82,0,0,0,1,6,310,1,0,1,0,0,0
6-Nov-22,0,0.0,9.47,9.5,8.27,7.99,0,0,0,1,6,310,1,0,1,0,0,0
6-Nov-22,0,0.0,6.85,6.87,8.11,7.9,0,0,0,1,6,310,1,0,1,0,0,0
6-Nov-22,0,0.5,6.43,6.43,9.79,9.57,0,0,0,1,6,310,1,0,1,0,0,0
6-Nov-22,0,4.0,7.74,7.72,7.27,7.1,0,0,0,1,6,310,1,0,1,0,0,0
6-Nov-22,0,9.3,6.84,6.87,10.98,10.6,0,0,0,1,6,310,1,0,1,0,0,0
6-Nov-22,0,7.1,8.57,8.6,12.06,12.08,0,0,0,1,6,310,1,0,0,1,0,0
6-Nov-22,0,3.6,8.51,9.01,15.13,15.16,0,0,0,1,6,310,1,0,0,1,0,0
6-Nov-22,0,1.5,12.81,13.47,18.52,18.2,0,0,0,1,6,310,1,0,0,1,0,0
6-Nov-22,0,1.5,13.6,12.84,18.77,18.64,0,0,0,1,6,310,1,0,0,1,0,0
6-Nov-22,0,4.9,17.85,15.92,14.37,14.29,0,0,0,1,6,310,1,0,0,1,0,0
6-Nov-22,0,8.6,19.08,19.07,17.64,17.34,0,0,0,1,6,310,1,0,0,1,0,0
6-Nov-22,0,16.1,29.24,28.76,18.1,17.91,0,0,0,1,6,310,1,0,0,0,1,0
6-Nov-22,0,27.0,33.19,32.52,19.49,19.19,0,0,0,1,6,310,1,0,0,0,1,0
6-Nov-22,0,39.5,33.28,33.06,21.21,20.9,0,0,0,1,6,310,1,0,0,0,1,0
6-Nov-22,0,52.4,31.57,31.57,28.48,28.2,0,0,0,1,6,310,1,0,0,0,1,0
6-Nov-22,0,57.4,42.9,42.9,30.76,30.74,0,0,0,1,6,310,1,0,0,0,1,0
6-Nov-22,0,51.8,62.99,70.31,49.27,49.91,0,0,0,1,6,310,1,0,0,0,1,0
6-Nov-22,0,42.5,691.1,691.03,112.6,113.07,0,0,0,1,6,310,1,0,0,0,0,1
6-Nov-22,0,40.8,121.75,121.8,56.84,58.46,0,0,0,1,6,310,1,0,0,0,0,1
6-Nov-22,0,46.5,34.24,34.11,34.48,35.6,0,0,0,1,6,310,1,0,0,0,0,1
6-Nov-22,0,55.8,28.54,28.32,22.29,25.65,0,0,0,1,6,310,1,0,0,0,0,1
6-Nov-22,0,53.9,22.19,22.19,17.57,19.55,0,0,0,1,6,310,1,0,0,0,0,1
6-Nov-22,0,54.4,16.19,16.19,16.46,16.59,0,0,0,1,6,310,1,0,0,0,0,1
6-Nov-22,0,52.0,20.77,20.77,16.81,16.82,0,0,0,1,6,310,1,0,0,0,0,0
7-Nov-22,0,39.6,21.38,21.31,24.42,24.39,0,0,0,1,0,311,0,0,1,0,0,0
7-Nov-22,0,30.5,19.87,19.83,22.41,22.37,0,0,0,1,0,311,0,0,1,0,0,0
7-Nov-22,0,29.3,24.49,24.49,20.89,20.86,0,0,0,1,0,311,0,0,1,0,0,0
7-Nov-22,0,23.8,27.16,27.16,20.35,20.3,0,0,0,1,0,311,0,0,1,0,0,0
7-Nov-22,0,22.7,26.93,26.93,22.3,22.25,0,0,0,1,0,311,0,0,1,0,0,0
7-Nov-22,0,23.9,29.32,29.32,29.76,29.71,0,0,0,1,0,311,0,0,0,1,0,0
7-Nov-22,1,22.2,47.21,47.21,44.76,44.65,0,0,0,1,0,311,0,0,0,1,0,0
7-Nov-22,1,21.4,40.83,40.82,45.33,45.16,0,0,0,1,0,311,0,0,0,1,0,0
7-Nov-22,1,20.9,48.03,48.03,29.28,29.32,0,0,0,1,0,311,0,0,0,1,0,0
7-Nov-22,1,32.5,66.29,66.36,32.64,32.7,0,0,0,1,0,311,0,0,0,1,0,0
7-Nov-22,1,33.7,61.31,61.44,36.67,36.97,0,0,0,1,0,311,0,0,0,1,0,0
7-Nov-22,1,28.0,65.5,65.68,32.21,32.47,0,0,0,1,0,311,0,0,0,0,1,0
7-Nov-22,1,25.1,72.74,72.96,37.9,38.65,0,0,0,1,0,311,0,0,0,0,1,0
7-Nov-22,1,29.4,65.91,66.09,43.69,44.89,0,0,0,1,0,311,0,0,0,0,1,0
7-Nov-22,1,43.7,55.75,57.69,56.26,57.93,0,0,0,1,0,311,0,0,0,0,1,0
7-Nov-22,1,48.4,41.8,44.91,55.61,57.96,0,0,0,1,0,311,0,0,0,0,1,0
7-Nov-22,1,26.6,65.21,65.92,84.89,87.47,0,0,0,1,0,311,0,0,0,0,1,0
7-Nov-22,1,23.9,79.7,79.95,156.95,163.65,0,0,0,1,0,311,0,0,0,0,0,1
7-Nov-22,1,27.8,45.82,45.82,40.67,44.64,0,0,0,1,0,311,0,0,0,0,0,1
7-Nov-22,1,46.7,32.17,32.17,27.15,28.69,0,0,0,1,0,311,0,0,0,0,0,1
7-Nov-22,1,49.5,28.34,28.21,20.5,20.81,0,0,0,1,0,311,0,0,0,0,0,1
7-Nov-22,1,28.7,30.31,30.06,18.33,18.39,0,0,0,1,0,311,0,0,0,0,0,1
7-Nov-22,0,19.4,30.1,29.66,19.64,19.1,0,0,0,1,0,311,0,0,0,0,0,1
7-Nov-22,0,24.2,25.6,24.8,18.89,18.82,0,0,0,1,0,311,0,0,0,0,0,0
8-Nov-22,0,19.4,27.21,26.91,30.95,30.68,0,0,0,1,1,312,0,0,1,0,0,0
8-Nov-22,0,7.9,29.28,29.03,26.53,26.05,0,0,0,1,1,312,0,0,1,0,0,0
8-Nov-22,0,7.7,29.24,28.93,23.96,23.31,0,0,0,1,1,312,0,0,1,0,0,0
8-Nov-22,0,6.6,25.16,24.86,23.7,22.83,0,0,0,1,1,312,0,0,1,0,0,0
8-Nov-22,0,0.3,20.87,20.64,26.32,25.81,0,0,0,1,1,312,0,0,1,0,0,0
8-Nov-22,0,0.0,18.82,19.74,27.52,27.2,0,0,0,1,1,312,0,0,0,1,0,0
8-Nov-22,1,0.0,26.19,25.96,37.88,37.73,0,0,0,1,1,312,0,0,0,1,0,0
8-Nov-22,1,0.0,27.96,27.61,40.03,39.88,0,0,0,1,1,312,0,0,0,1,0,0
8-Nov-22,1,0.0,28.75,28.55,36.59,36.6,0,0,0,1,1,312,0,0,0,1,0,0
8-Nov-22,1,0.0,33.95,34.16,31.55,31.24,0,0,0,1,1,312,0,0,0,1,0,0
8-Nov-22,1,0.1,33.29,33.08,36.17,35.74,0,0,0,1,1,312,0,0,0,1,0,0
8-Nov-22,1,6.7,43.96,42.02,41.7,41.26,0,0,0,1,1,312,0,0,0,0,1,0
8-Nov-22,1,10.7,45.96,43.68,46.76,46.19,0,0,0,1,1,312,0,0,0,0,1,0
8-Nov-22,1,11.0,36.54,34.97,53.41,52.3,0,0,0,1,1,312,0,0,0,0,1,0
8-Nov-22,1,14.0,34.34,33.31,65.15,64.99,0,0,0,1,1,312,0,0,0,0,1,0
8-Nov-22,1,16.5,32.83,32.63,64.03,64.41,0,0,0,1,1,312,0,0,0,0,1,0
8-Nov-22,1,20.9,34.91,34.06,73.56,73.95,0,0,0,1,1,312,0,0,0,0,1,0
8-Nov-22,1,23.9,35.79,35.66,130.26,130.81,0,0,0,1,1,312,0,0,0,0,0,1
8-Nov-22,1,18.0,30.09,29.84,67.9,68.2,0,0,0,1,1,312,0,0,0,0,0,1
8-Nov-22,1,17.8,29.13,28.57,41.99,42.06,0,0,0,1,1,312,0,0,0,0,0,1
8-Nov-22,1,27.1,26.87,26.51,38.19,38.26,0,0,0,1,1,312,0,0,0,0,0,1
8-Nov-22,1,34.8,21.95,22.16,32.83,32.71,0,0,0,1,1,312,0,0,0,0,0,1
8-Nov-22,0,30.5,17.34,18.51,26.56,26.58,0,0,0,1,1,312,0,0,0,0,0,1
8-Nov-22,0,27.7,16.62,17.92,23.63,23.57,0,0,0,1,1,312,0,0,0,0,0,0
9-Nov-22,0,26.7,25.4,25.27,21.41,21.54,0,0,0,1,2,313,0,0,1,0,0,0
9-Nov-22,0,15.7,21.35,21.26,20.13,20.2,0,0,0,1,2,313,0,0,1,0,0,0
9-Nov-22,0,14.2,18.78,18.7,19.42,19.43,0,0,0,1,2,313,0,0,1,0,0,0
9-Nov-22,0,11.2,18.97,18.85,19.26,19.23,0,0,0,1,2,313,0,0,1,0,0,0
9-Nov-22,0,5.4,20.2,20.07,19.73,19.64,0,0,0,1,2,313,0,0,1,0,0,0
9-Nov-22,0,8.4,28.74,28.74,21.5,21.49,0,0,0,1,2,313,0,0,0,1,0,0
9-Nov-22,1,17.8,35.87,35.69,31.79,31.83,0,0,0,1,2,313,0,0,0,1,0,0
9-Nov-22,1,15.4,29.45,29.42,30.97,30.99,0,0,0,1,2,313,0,0,0,1,0,0
9-Nov-22,1,12.1,27.79,28.74,31.07,30.99,0,0,0,1,2,313,0,0,0,1,0,0
9-Nov-22,1,20.8,22.4,23.78,33.13,33.05,0,0,0,1,2,313,0,0,0,1,0,0
9-Nov-22,1,31.2,18.5,23.25,34.86,34.8,0,0,0,1,2,313,0,0,0,1,0,0
9-Nov-22,1,29.1,36.91,37.18,36.37,36.46,0,0,0,1,2,313,0,0,0,0,1,0
9-Nov-22,1,32.5,38.22,38.17,38.84,38.99,0,0,0,1,2,313,0,0,0,0,1,0
9-Nov-22,1,23.1,45.63,44.49,50.49,50.05,0,0,0,1,2,313,0,0,0,0,1,0
9-Nov-22,1,29.2,36.4,36.51,58.77,59.02,0,0,0,1,2,313,0,0,0,0,1,0
9-Nov-22,1,24.6,37.04,37.95,60.56,60.89,0,0,0,1,2,313,0,0,0,0,1,0
9-Nov-22,1,22.4,44.71,44.56,74.02,74.25,0,0,0,1,2,313,0,0,0,0,1,0
9-Nov-22,1,22.2,40.5,40.55,80.21,80.46,0,0,0,1,2,313,0,0,0,0,0,1
9-Nov-22,1,28.0,37.21,37.29,52.5,53.13,0,0,0,1,2,313,0,0,0,0,0,1
9-Nov-22,1,37.5,31.03,31.27,38.61,39.07,0,0,0,1,2,313,0,0,0,0,0,1
9-Nov-22,1,30.0,32.54,32.73,34.7,34.99,0,0,0,1,2,313,0,0,0,0,0,1
9-Nov-22,1,22.5,58.75,55.68,34.62,35.0,0,0,0,1,2,313,0,0,0,0,0,1
9-Nov-22,0,19.9,32.01,31.92,31.53,31.65,0,0,0,1,2,313,0,0,0,0,0,1
9-Nov-22,0,11.2,22.28,22.58,22.89,23.06,0,0,0,1,2,313,0,0,0,0,0,0
10-Nov-22,0,14.1,19.39,19.66,21.0,20.88,0,0,0,1,3,314,0,0,1,0,0,0
10-Nov-22,0,14.1,16.38,16.64,18.38,18.25,0,0,0,1,3,314,0,0,1,0,0,0
